"PupID","MomID","Birthday","Sex","PND","PupMass_g","MomMass_g","ForearmLength_mm","Year"
"Pink55","Orange27",2024-06-10,"M",4,6.02,23.86,21.9,2024
"Pink55","Orange27",2024-06-10,"M",5,6.61,25.24,22.3,2024
"Pink55","Orange27",2024-06-10,"M",6,7.34,24.2,24.25,2024
"Pink55","Orange27",2024-06-10,"M",7,7.93,23.21,26.85,2024
"Pink55","Orange27",2024-06-10,"M",8,8.41,23.33,27.4,2024
"Pink55","Orange27",2024-06-10,"M",9,9.02,25.24,28.85,2024
"Pink55","Orange27",2024-06-10,"M",10,9.68,25.45,30.25,2024
"Pink55","Orange27",2024-06-10,"M",11,10.33,25.52,31.9,2024
"Pink55","Orange27",2024-06-10,"M",12,10.75,25.32,33,2024
"Pink55","Orange27",2024-06-10,"M",13,11.26,26.13,34.3,2024
"Pink55","Orange27",2024-06-10,"M",14,11.99,25.76,35.6,2024
"Pink55","Orange27",2024-06-10,"M",15,12.04,25.89,36.35,2024
"Pink55","Orange27",2024-06-10,"M",16,12.91,25.85,38,2024
"Pink55","Orange27",2024-06-10,"M",17,12.92,25.46,39.2,2024
"Pink55","Orange27",2024-06-10,"M",18,12.83,24.45,40,2024
"Pink55","Orange27",2024-06-10,"M",19,13.24,25,40.3,2024
"Pink55","Orange27",2024-06-10,"M",20,13.45,23.9,41,2024
"Pink55","Orange27",2024-06-10,"M",21,13.46,24.45,41,2024
"Pink55","Orange27",2024-06-10,"M",22,13.73,24.81,42.2,2024
"Pink55","Orange27",2024-06-10,"M",23,13.75,25.18,42.5,2024
"Pink55","Orange27",2024-06-10,"M",24,14.25,26.45,42.7,2024
"Pink55","Orange27",2024-06-10,"M",25,14.2,27.36,42.95,2024
"Pink55","Orange27",2024-06-10,"M",26,14.51,27.29,42.95,2024
"Pink55","Orange27",2024-06-10,"M",27,14.45,27.65,43.4,2024
"Pink55","Orange27",2024-06-10,"M",28,14.68,27.89,43.3,2024
"Pink55","Orange27",2024-06-10,"M",29,14.58,30.11,43.55,2024
"Pink55","Orange27",2024-06-10,"M",30,14.75,29.32,43.7,2024
"Pink56","Orange27",2024-06-10,"M",0,NA,NA,NA,2024
"Pink56","Orange27",2024-06-10,"M",1,NA,NA,NA,2024
"Pink56","Orange27",2024-06-10,"M",2,4.65,23.76,17.4,2024
"Pink56","Orange27",2024-06-10,"M",3,5.16,23.55,19.9,2024
"Pink56","Orange27",2024-06-10,"M",4,5.92,23.86,21.1,2024
"Pink56","Orange27",2024-06-10,"M",5,6.45,25.24,22.6,2024
"Pink56","Orange27",2024-06-10,"M",6,7.21,24.2,24.55,2024
"Pink56","Orange27",2024-06-10,"M",7,7.64,23.21,25.7,2024
"Pink56","Orange27",2024-06-10,"M",8,8.27,23.33,27,2024
"Pink56","Orange27",2024-06-10,"M",9,9.08,25.24,29.2,2024
"Pink56","Orange27",2024-06-10,"M",10,9.63,25.45,30,2024
"Pink56","Orange27",2024-06-10,"M",11,10.3,25.52,32.6,2024
"Pink56","Orange27",2024-06-10,"M",12,10.58,25.32,33,2024
"Pink56","Orange27",2024-06-10,"M",13,10.87,26.13,35,2024
"Pink56","Orange27",2024-06-10,"M",14,12.12,25.76,35.8,2024
"Pink56","Orange27",2024-06-10,"M",15,12.18,25.89,36.6,2024
"Pink56","Orange27",2024-06-10,"M",16,12.83,25.85,37.9,2024
"Pink56","Orange27",2024-06-10,"M",17,12.92,25.46,38.3,2024
"Pink56","Orange27",2024-06-10,"M",18,12.92,24.45,40.15,2024
"Pink56","Orange27",2024-06-10,"M",19,13.46,25,40.45,2024
"Pink56","Orange27",2024-06-10,"M",20,13.45,23.9,41,2024
"Pink56","Orange27",2024-06-10,"M",21,13.8,24.45,41.5,2024
"Pink56","Orange27",2024-06-10,"M",22,13.63,24.81,42.25,2024
"Pink56","Orange27",2024-06-10,"M",23,13.8,25.18,42.7,2024
"Pink56","Orange27",2024-06-10,"M",24,14.22,26.45,42.65,2024
"Pink56","Orange27",2024-06-10,"M",25,14.18,27.36,43.25,2024
"Pink56","Orange27",2024-06-10,"M",26,14.69,27.29,43.35,2024
"Pink56","Orange27",2024-06-10,"M",27,14.48,27.65,43.3,2024
"Pink56","Orange27",2024-06-10,"M",28,14.57,27.89,43.35,2024
"Pink56","Orange27",2024-06-10,"M",29,14.7,30.11,43.65,2024
"Pink56","Orange27",2024-06-10,"M",30,15.01,29.32,43.65,2024
"Pink57","Orange21",2024-06-09,"M",0,NA,NA,NA,2024
"Pink57","Orange21",2024-06-09,"M",1,NA,NA,NA,2024
"Pink57","Orange21",2024-06-09,"M",2,4.68,27.63,18.05,2024
"Pink57","Orange21",2024-06-09,"M",3,5.14,26.37,19.85,2024
"Pink57","Orange21",2024-06-09,"M",4,5.65,30.24,21.05,2024
"Pink57","Orange21",2024-06-09,"M",5,6.44,27.54,23.2,2024
"Pink57","Orange21",2024-06-09,"M",6,7.12,25.55,23.3,2024
"Pink57","Orange21",2024-06-09,"M",7,7.75,26.49,25.15,2024
"Pink57","Orange21",2024-06-09,"M",8,8.3,26.66,27,2024
"Pink57","Orange21",2024-06-09,"M",9,9.07,24.03,28.65,2024
"Pink57","Orange21",2024-06-09,"M",10,9.8,25.14,30.85,2024
"Pink57","Orange21",2024-06-09,"M",11,10.58,26,31.6,2024
"Pink57","Orange21",2024-06-09,"M",12,10.99,25.95,33.5,2024
"Pink57","Orange21",2024-06-09,"M",13,11.79,27.01,34.35,2024
"Pink57","Orange21",2024-06-09,"M",14,12.13,28.35,36.1,2024
"Pink57","Orange21",2024-06-09,"M",15,12.55,26.25,37.6,2024
"Pink57","Orange21",2024-06-09,"M",16,13.21,27.04,38.9,2024
"Pink57","Orange21",2024-06-09,"M",17,13.64,27.86,39.2,2024
"Pink57","Orange21",2024-06-09,"M",18,13.39,25.5,40.2,2024
"Pink57","Orange21",2024-06-09,"M",19,13.99,24.27,40.95,2024
"Pink57","Orange21",2024-06-09,"M",20,14.71,24.28,41.4,2024
"Pink57","Orange21",2024-06-09,"M",21,14.2,28.23,41.8,2024
"Pink57","Orange21",2024-06-09,"M",22,14.7,26.73,42.6,2024
"Pink57","Orange21",2024-06-09,"M",23,14.68,25.86,42.7,2024
"Pink57","Orange21",2024-06-09,"M",24,14.7,29.06,42.9,2024
"Pink57","Orange21",2024-06-09,"M",25,15.66,28.4,43,2024
"Pink57","Orange21",2024-06-09,"M",26,15.62,27.26,43.7,2024
"Pink57","Orange21",2024-06-09,"M",27,15.89,31.78,43.7,2024
"Pink57","Orange21",2024-06-09,"M",28,16.09,26.42,44.1,2024
"Pink57","Orange21",2024-06-09,"M",29,17.64,28.44,44,2024
"Pink57","Orange21",2024-06-09,"M",30,19.58,33.87,44,2024
"Pink58","Orange21",2024-06-09,"M",0,NA,NA,NA,2024
"Pink58","Orange21",2024-06-09,"M",1,NA,NA,NA,2024
"Pink58","Orange21",2024-06-09,"M",2,5.02,27.63,19.1,2024
"Pink58","Orange21",2024-06-09,"M",3,5.46,26.37,20.1,2024
"Pink58","Orange21",2024-06-09,"M",4,6.07,30.24,21.95,2024
"Pink58","Orange21",2024-06-09,"M",5,6.92,27.54,23.1,2024
"Pink58","Orange21",2024-06-09,"M",6,7.5,25.55,23.75,2024
"Pink58","Orange21",2024-06-09,"M",7,8.57,26.49,25.9,2024
"Pink58","Orange21",2024-06-09,"M",8,9.14,26.66,27.6,2024
"Pink58","Orange21",2024-06-09,"M",9,9.68,24.03,29.25,2024
"Pink58","Orange21",2024-06-09,"M",10,10.49,25.14,31.1,2024
"Pink58","Orange21",2024-06-09,"M",11,10.82,26,32.3,2024
"Pink58","Orange21",2024-06-09,"M",12,11.41,25.95,33.4,2024
"Pink58","Orange21",2024-06-09,"M",13,12.01,27.01,35.3,2024
"Pink58","Orange21",2024-06-09,"M",14,12.27,28.35,36.65,2024
"Pink58","Orange21",2024-06-09,"M",15,13.24,26.25,37.3,2024
"Pink58","Orange21",2024-06-09,"M",16,13.4,27.04,38.65,2024
"Pink58","Orange21",2024-06-09,"M",17,14.35,27.86,39,2024
"Pink58","Orange21",2024-06-09,"M",18,13.98,25.5,39.9,2024
"Pink58","Orange21",2024-06-09,"M",19,14.05,24.27,40.35,2024
"Pink58","Orange21",2024-06-09,"M",20,14.25,24.28,41,2024
"Pink58","Orange21",2024-06-09,"M",21,14.6,28.23,41.2,2024
"Pink58","Orange21",2024-06-09,"M",22,14.81,26.73,41.7,2024
"Pink58","Orange21",2024-06-09,"M",23,14.68,25.86,41.6,2024
"Pink58","Orange21",2024-06-09,"M",24,15.11,29.06,42.1,2024
"Pink58","Orange21",2024-06-09,"M",25,15.15,28.4,42.4,2024
"Pink58","Orange21",2024-06-09,"M",26,15.48,27.26,42.3,2024
"Pink58","Orange21",2024-06-09,"M",27,15.52,31.78,42.55,2024
"Pink58","Orange21",2024-06-09,"M",28,15.74,26.42,42.5,2024
"Pink58","Orange21",2024-06-09,"M",29,16.24,28.44,42.7,2024
"Pink58","Orange21",2024-06-09,"M",30,16.24,33.87,42.9,2024
"Pink66","Orange24",2024-06-08,"M",0,NA,NA,NA,2024
"Pink66","Orange24",2024-06-08,"M",1,NA,NA,NA,2024
"Pink66","Orange24",2024-06-08,"M",2,4.48,21.86,18.15,2024
"Pink66","Orange24",2024-06-08,"M",3,4.96,22.22,19.7,2024
"Pink66","Orange24",2024-06-08,"M",4,5.56,23.6,21.35,2024
"Pink66","Orange24",2024-06-08,"M",5,6.43,23.21,22.6,2024
"Pink66","Orange24",2024-06-08,"M",6,7.12,27.15,24.4,2024
"Pink66","Orange24",2024-06-08,"M",7,8.03,26.03,25.4,2024
"Pink66","Orange24",2024-06-08,"M",8,8.43,24.43,28.1,2024
"Pink66","Orange24",2024-06-08,"M",9,9.2,24.09,29.6,2024
"Pink66","Orange24",2024-06-08,"M",10,9.58,25.1,30.85,2024
"Pink66","Orange24",2024-06-08,"M",11,9.42,23.83,32.7,2024
"Pink66","Orange24",2024-06-08,"M",12,10.46,24.57,33.6,2024
"Pink66","Orange24",2024-06-08,"M",13,11.33,25.83,34.45,2024
"Pink66","Orange24",2024-06-08,"M",14,11.9,27.22,35.5,2024
"Pink66","Orange24",2024-06-08,"M",15,12.06,28.27,37.1,2024
"Pink66","Orange24",2024-06-08,"M",16,13.25,27.08,37.5,2024
"Pink66","Orange24",2024-06-08,"M",17,13.51,24.9,38.6,2024
"Pink66","Orange24",2024-06-08,"M",18,14.37,25.49,39.5,2024
"Pink66","Orange24",2024-06-08,"M",19,14.89,27.18,39.5,2024
"Pink66","Orange24",2024-06-08,"M",20,14.82,25.23,40.3,2024
"Pink66","Orange24",2024-06-08,"M",21,14.9,24.44,40.6,2024
"Pink66","Orange24",2024-06-08,"M",22,14.78,24.86,40.9,2024
"Pink66","Orange24",2024-06-08,"M",23,14.83,25.69,41.15,2024
"Pink66","Orange24",2024-06-08,"M",24,15.06,25.52,41.2,2024
"Pink66","Orange24",2024-06-08,"M",25,15.48,25.84,41.4,2024
"Pink66","Orange24",2024-06-08,"M",26,15.82,26.88,41.55,2024
"Pink66","Orange24",2024-06-08,"M",27,15.35,26.47,42,2024
"Pink66","Orange24",2024-06-08,"M",28,16.57,26.96,42.1,2024
"Pink66","Orange24",2024-06-08,"M",29,17.58,27.53,41.9,2024
"Pink66","Orange24",2024-06-08,"M",30,18.08,26.95,42.3,2024
"Orange24_yellow","Orange24",2024-06-08,"M",0,NA,NA,NA,2024
"Orange24_yellow","Orange24",2024-06-08,"M",1,NA,NA,NA,2024
"Orange24_yellow","Orange24",2024-06-08,"M",2,4.63,21.86,19.3,2024
"Orange24_yellow","Orange24",2024-06-08,"M",3,5.08,22.22,21,2024
"Orange24_yellow","Orange24",2024-06-08,"M",4,5.63,23.6,22.2,2024
"Orange24_yellow","Orange24",2024-06-08,"M",5,6.75,23.21,23.55,2024
"Orange24_yellow","Orange24",2024-06-08,"M",6,7.31,27.15,26.55,2024
"Orange24_yellow","Orange24",2024-06-08,"M",7,7.8,26.03,27.45,2024
"Orange24_yellow","Orange24",2024-06-08,"M",8,8.36,24.43,29.85,2024
"Orange24_yellow","Orange24",2024-06-08,"M",9,8.92,24.09,31.35,2024
"Orange24_yellow","Orange24",2024-06-08,"M",10,9.15,25.1,31.7,2024
"Orange24_yellow","Orange24",2024-06-08,"M",11,9.73,23.83,34.35,2024
"Orange24_yellow","Orange24",2024-06-08,"M",12,10.26,24.57,35.3,2024
"Orange24_yellow","Orange24",2024-06-08,"M",13,10.55,25.83,36.3,2024
"Orange24_yellow","Orange24",2024-06-08,"M",14,10.78,27.22,37.3,2024
"Orange24_yellow","Orange24",2024-06-08,"M",15,11.43,28.27,38.2,2024
"Orange24_yellow","Orange24",2024-06-08,"M",16,11.82,27.08,38.9,2024
"Pink64","Orange20",2024-06-11,"M",0,NA,NA,NA,2024
"Pink64","Orange20",2024-06-11,"M",1,NA,29.81,NA,2024
"Pink64","Orange20",2024-06-11,"M",2,3.47,31.26,17.55,2024
"Pink64","Orange20",2024-06-11,"M",3,3.81,30.32,17.9,2024
"Pink64","Orange20",2024-06-11,"M",4,3.94,29.86,18.95,2024
"Pink64","Orange20",2024-06-11,"M",5,4.23,29.4,20.15,2024
"Pink64","Orange20",2024-06-11,"M",6,4.84,30.95,20.8,2024
"Pink64","Orange20",2024-06-11,"M",7,5.23,30.35,22.3,2024
"Pink64","Orange20",2024-06-11,"M",8,5.74,29.22,23.5,2024
"Pink64","Orange20",2024-06-11,"M",9,6.31,29.96,24.75,2024
"Pink64","Orange20",2024-06-11,"M",10,6.53,29.95,25.95,2024
"Pink64","Orange20",2024-06-11,"M",11,6.72,29.27,26.75,2024
"Pink64","Orange20",2024-06-11,"M",12,7.5,28.86,29.1,2024
"Pink64","Orange20",2024-06-11,"M",13,7.83,29.82,30.4,2024
"Pink64","Orange20",2024-06-11,"M",14,8.13,28.69,31.7,2024
"Pink64","Orange20",2024-06-11,"M",15,8.58,30.01,32.75,2024
"Pink64","Orange20",2024-06-11,"M",16,9.07,30.23,34,2024
"Pink64","Orange20",2024-06-11,"M",17,9.53,28.43,34.9,2024
"Pink64","Orange20",2024-06-11,"M",18,9.7,30.18,36.5,2024
"Pink64","Orange20",2024-06-11,"M",19,10.08,28.88,36.55,2024
"Pink64","Orange20",2024-06-11,"M",20,10.41,28.77,37.6,2024
"Pink64","Orange20",2024-06-11,"M",21,10.74,30.53,38.5,2024
"Pink64","Orange20",2024-06-11,"M",22,11.01,30,38.9,2024
"Pink64","Orange20",2024-06-11,"M",23,10.57,31.22,39.3,2024
"Pink64","Orange20",2024-06-11,"M",24,10.81,31.2,40.1,2024
"Pink64","Orange20",2024-06-11,"M",25,11.65,32.12,40.05,2024
"Pink64","Orange20",2024-06-11,"M",26,11.52,31.12,40.25,2024
"Pink64","Orange20",2024-06-11,"M",27,11.56,32.15,40.45,2024
"Pink64","Orange20",2024-06-11,"M",28,11.46,30.3,40.75,2024
"Pink64","Orange20",2024-06-11,"M",29,11.79,32.58,40.8,2024
"Pink64","Orange20",2024-06-11,"M",30,11.22,NA,41.1,2024
"Pink65","Orange20",2024-06-11,"F",0,NA,NA,NA,2024
"Pink65","Orange20",2024-06-11,"F",1,NA,29.81,NA,2024
"Pink65","Orange20",2024-06-11,"F",2,3.81,31.26,17.6,2024
"Pink65","Orange20",2024-06-11,"F",3,3.96,30.32,19.1,2024
"Pink65","Orange20",2024-06-11,"F",4,4.39,29.86,20.1,2024
"Pink65","Orange20",2024-06-11,"F",5,4.68,29.4,21.45,2024
"Pink65","Orange20",2024-06-11,"F",6,5.23,30.95,22.8,2024
"Pink65","Orange20",2024-06-11,"F",7,5.85,30.35,24.45,2024
"Pink65","Orange20",2024-06-11,"F",8,6.28,29.22,25.35,2024
"Pink65","Orange20",2024-06-11,"F",9,6.82,29.96,25.45,2024
"Pink65","Orange20",2024-06-11,"F",10,7.23,29.95,27.35,2024
"Pink65","Orange20",2024-06-11,"F",11,7.66,29.27,29.5,2024
"Pink65","Orange20",2024-06-11,"F",12,8.21,28.86,30.65,2024
"Pink65","Orange20",2024-06-11,"F",13,8.74,29.82,31.75,2024
"Pink65","Orange20",2024-06-11,"F",14,8.76,28.69,32.8,2024
"Pink65","Orange20",2024-06-11,"F",15,9.35,30.01,34.2,2024
"Pink65","Orange20",2024-06-11,"F",16,9.7,30.23,34.3,2024
"Pink65","Orange20",2024-06-11,"F",17,8.97,28.43,35.2,2024
"Pink65","Orange20",2024-06-11,"F",18,9.76,30.18,36.15,2024
"Pink65","Orange20",2024-06-11,"F",19,10.16,28.88,36.85,2024
"Pink65","Orange20",2024-06-11,"F",20,9.59,28.77,37,2024
"Pink65","Orange20",2024-06-11,"F",21,10.4,30.53,38,2024
"Pink65","Orange20",2024-06-11,"F",22,10.92,30,38.15,2024
"Pink65","Orange20",2024-06-11,"F",23,11.1,31.22,38.8,2024
"Pink65","Orange20",2024-06-11,"F",24,10.83,31.2,39,2024
"Pink65","Orange20",2024-06-11,"F",25,11.15,32.12,39.1,2024
"Pink65","Orange20",2024-06-11,"F",26,11.29,31.12,39.5,2024
"Pink65","Orange20",2024-06-11,"F",27,11.44,32.15,39.9,2024
"Pink65","Orange20",2024-06-11,"F",28,11.72,30.3,40.25,2024
"Pink65","Orange20",2024-06-11,"F",29,11.48,32.58,40.7,2024
"Pink65","Orange20",2024-06-11,"F",30,11.57,NA,40.4,2024
"Pink67","Orange25",2024-06-08,"F",0,NA,NA,NA,2024
"Pink67","Orange25",2024-06-08,"F",1,NA,NA,NA,2024
"Pink67","Orange25",2024-06-08,"F",2,5.32,20.59,20.25,2024
"Pink67","Orange25",2024-06-08,"F",3,5.83,21.58,20.25,2024
"Pink67","Orange25",2024-06-08,"F",4,6.28,21.47,22.15,2024
"Pink67","Orange25",2024-06-08,"F",5,7.14,20.61,24.3,2024
"Pink67","Orange25",2024-06-08,"F",6,7.72,20.63,24.9,2024
"Pink67","Orange25",2024-06-08,"F",7,8.41,20.41,26.1,2024
"Pink67","Orange25",2024-06-08,"F",8,9.17,20.61,28.5,2024
"Pink67","Orange25",2024-06-08,"F",9,9.7,21,29.15,2024
"Pink67","Orange25",2024-06-08,"F",10,10.47,21.09,31.15,2024
"Pink67","Orange25",2024-06-08,"F",11,10.67,19.89,32.95,2024
"Pink67","Orange25",2024-06-08,"F",12,11.52,21.79,33.6,2024
"Pink67","Orange25",2024-06-08,"F",13,11.95,20.52,34.45,2024
"Pink67","Orange25",2024-06-08,"F",14,12.22,21.86,35.9,2024
"Pink67","Orange25",2024-06-08,"F",15,12.8,21.87,36.6,2024
"Pink67","Orange25",2024-06-08,"F",16,13.07,20.38,38,2024
"Pink67","Orange25",2024-06-08,"F",17,13.42,22.15,38.6,2024
"Pink67","Orange25",2024-06-08,"F",18,13.82,20.75,39.85,2024
"Pink67","Orange25",2024-06-08,"F",19,14.25,21.3,39.65,2024
"Pink67","Orange25",2024-06-08,"F",20,13.9,19.84,40.65,2024
"Pink67","Orange25",2024-06-08,"F",21,14,19.52,41.2,2024
"Pink67","Orange25",2024-06-08,"F",22,14.14,19.69,41.7,2024
"Pink67","Orange25",2024-06-08,"F",23,14.04,20.6,42.1,2024
"Pink67","Orange25",2024-06-08,"F",24,13.96,19.9,41.8,2024
"Pink67","Orange25",2024-06-08,"F",25,13.79,20.56,42,2024
"Pink67","Orange25",2024-06-08,"F",26,13.97,20.46,42.4,2024
"Pink67","Orange25",2024-06-08,"F",27,14.03,21.05,42.3,2024
"Pink67","Orange25",2024-06-08,"F",28,13.79,21.76,42.45,2024
"Pink67","Orange25",2024-06-08,"F",29,13.95,21.04,42.6,2024
"Pink67","Orange25",2024-06-08,"F",30,15.13,20.81,42.5,2024
"Pink68","Orange25",2024-06-08,"F",0,NA,NA,NA,2024
"Pink68","Orange25",2024-06-08,"F",1,NA,NA,NA,2024
"Pink68","Orange25",2024-06-08,"F",2,5.37,20.59,19.55,2024
"Pink68","Orange25",2024-06-08,"F",3,5.97,21.58,21.45,2024
"Pink68","Orange25",2024-06-08,"F",4,6.36,21.47,22.4,2024
"Pink68","Orange25",2024-06-08,"F",5,7.28,20.61,26,2024
"Pink68","Orange25",2024-06-08,"F",6,7.88,20.63,26.1,2024
"Pink68","Orange25",2024-06-08,"F",7,8.6,20.41,26.5,2024
"Pink68","Orange25",2024-06-08,"F",8,9.23,20.61,28.8,2024
"Pink68","Orange25",2024-06-08,"F",9,9.78,21,30,2024
"Pink68","Orange25",2024-06-08,"F",10,10.13,21.09,31.6,2024
"Pink68","Orange25",2024-06-08,"F",11,10.5,19.89,32.3,2024
"Pink68","Orange25",2024-06-08,"F",12,11.15,21.79,34.35,2024
"Pink68","Orange25",2024-06-08,"F",13,11.37,20.52,34.9,2024
"Pink68","Orange25",2024-06-08,"F",14,11.61,21.86,36.25,2024
"Pink68","Orange25",2024-06-08,"F",15,12.43,21.87,37.5,2024
"Pink68","Orange25",2024-06-08,"F",16,12.58,20.38,38.25,2024
"Pink68","Orange25",2024-06-08,"F",17,13.57,22.15,39.35,2024
"Pink68","Orange25",2024-06-08,"F",18,13.4,20.75,40.3,2024
"Pink68","Orange25",2024-06-08,"F",19,13.74,21.3,40.7,2024
"Pink68","Orange25",2024-06-08,"F",20,13.78,19.84,41.1,2024
"Pink68","Orange25",2024-06-08,"F",21,13.46,19.52,41.2,2024
"Pink68","Orange25",2024-06-08,"F",22,13.56,19.69,41.9,2024
"Pink68","Orange25",2024-06-08,"F",23,13.64,20.6,41.9,2024
"Pink68","Orange25",2024-06-08,"F",24,13.5,19.9,42,2024
"Pink68","Orange25",2024-06-08,"F",25,13.62,20.56,42.1,2024
"Pink68","Orange25",2024-06-08,"F",26,13.78,20.46,42.7,2024
"Pink68","Orange25",2024-06-08,"F",27,13.41,21.05,42.85,2024
"Pink68","Orange25",2024-06-08,"F",28,13.5,21.76,43,2024
"Pink68","Orange25",2024-06-08,"F",29,13.45,21.04,42.9,2024
"Pink68","Orange25",2024-06-08,"F",30,13.42,20.81,43.1,2024
"Pink62","Orange07",2024-06-09,"F",0,NA,NA,NA,2024
"Pink62","Orange07",2024-06-09,"F",1,NA,NA,NA,2024
"Pink62","Orange07",2024-06-09,"F",2,4.64,30.35,20.2,2024
"Pink62","Orange07",2024-06-09,"F",3,5.07,30.3,20.3,2024
"Pink62","Orange07",2024-06-09,"F",4,5.91,30.71,21.8,2024
"Pink62","Orange07",2024-06-09,"F",5,7.11,31.35,25.25,2024
"Pink62","Orange07",2024-06-09,"F",6,7.7,35.37,25.25,2024
"Pink62","Orange07",2024-06-09,"F",7,8.48,33.06,27.7,2024
"Pink62","Orange07",2024-06-09,"F",8,9.3,32.53,29.05,2024
"Pink62","Orange07",2024-06-09,"F",9,10.08,33.02,30.85,2024
"Pink62","Orange07",2024-06-09,"F",10,10.94,32.76,32.5,2024
"Pink62","Orange07",2024-06-09,"F",11,11.56,35.14,34.4,2024
"Pink62","Orange07",2024-06-09,"F",12,12.33,35.16,35.5,2024
"Pink62","Orange07",2024-06-09,"F",13,12.94,34.89,37.2,2024
"Pink62","Orange07",2024-06-09,"F",14,13.46,35.26,38.4,2024
"Pink62","Orange07",2024-06-09,"F",15,13.92,34.03,40.35,2024
"Pink62","Orange07",2024-06-09,"F",16,14.71,34.25,40.75,2024
"Pink62","Orange07",2024-06-09,"F",17,15.16,34.15,41.4,2024
"Pink62","Orange07",2024-06-09,"F",18,15.93,33.61,42.9,2024
"Pink62","Orange07",2024-06-09,"F",19,16.1,32.47,43.45,2024
"Pink62","Orange07",2024-06-09,"F",20,16.18,32.51,44.4,2024
"Pink62","Orange07",2024-06-09,"F",21,17.01,32.33,44.65,2024
"Pink62","Orange07",2024-06-09,"F",22,16.55,29.93,45.5,2024
"Pink62","Orange07",2024-06-09,"F",23,17.04,30.3,45.8,2024
"Pink62","Orange07",2024-06-09,"F",24,16.11,28.01,46.35,2024
"Pink62","Orange07",2024-06-09,"F",25,16.28,28.36,46.1,2024
"Pink62","Orange07",2024-06-09,"F",26,16.25,26.44,46.1,2024
"Pink62","Orange07",2024-06-09,"F",27,15.88,25.94,46.85,2024
"Pink62","Orange07",2024-06-09,"F",28,15.11,26.62,46.7,2024
"Pink62","Orange07",2024-06-09,"F",29,16.04,24.9,46.7,2024
"Pink62","Orange07",2024-06-09,"F",30,16.09,29.16,47.3,2024
"Pink63","Orange07",2024-06-09,"F",0,NA,NA,NA,2024
"Pink63","Orange07",2024-06-09,"F",1,NA,NA,NA,2024
"Pink63","Orange07",2024-06-09,"F",2,4.84,30.35,20.65,2024
"Pink63","Orange07",2024-06-09,"F",3,5.25,30.3,20.95,2024
"Pink63","Orange07",2024-06-09,"F",4,6,30.71,22.45,2024
"Pink63","Orange07",2024-06-09,"F",5,7.07,31.35,24.6,2024
"Pink63","Orange07",2024-06-09,"F",6,7.54,35.37,25.8,2024
"Pink63","Orange07",2024-06-09,"F",7,8.36,33.06,27.45,2024
"Pink63","Orange07",2024-06-09,"F",8,9.28,32.53,29.65,2024
"Pink63","Orange07",2024-06-09,"F",9,10.1,33.02,31.45,2024
"Pink63","Orange07",2024-06-09,"F",10,10.86,32.76,33.45,2024
"Pink63","Orange07",2024-06-09,"F",11,11.73,35.14,34.4,2024
"Pink63","Orange07",2024-06-09,"F",12,12.45,35.16,35.55,2024
"Pink63","Orange07",2024-06-09,"F",13,13.3,34.89,37.1,2024
"Pink63","Orange07",2024-06-09,"F",14,13.4,35.26,38.25,2024
"Pink63","Orange07",2024-06-09,"F",15,13.7,34.03,NA,2024
"Pink63","Orange07",2024-06-09,"F",16,14.49,34.25,40.5,2024
"Pink63","Orange07",2024-06-09,"F",17,14.81,34.15,42,2024
"Pink63","Orange07",2024-06-09,"F",18,14.57,33.61,42.2,2024
"Pink63","Orange07",2024-06-09,"F",19,14.61,32.47,42.95,2024
"Pink63","Orange07",2024-06-09,"F",20,14.46,32.51,43.7,2024
"Pink63","Orange07",2024-06-09,"F",21,13.88,32.33,44.2,2024
"Pink63","Orange07",2024-06-09,"F",22,13.26,29.93,44.5,2024
"Pink63","Orange07",2024-06-09,"F",23,13.28,30.3,44.6,2024
"Pink63","Orange07",2024-06-09,"F",24,13.19,28.01,44.8,2024
"Pink63","Orange07",2024-06-09,"F",25,12.6,28.36,45.3,2024
"Pink63","Orange07",2024-06-09,"F",26,12.52,26.44,45.2,2024
"Pink63","Orange07",2024-06-09,"F",27,12.26,25.94,45.45,2024
"Pink63","Orange07",2024-06-09,"F",28,11.92,26.62,46.1,2024
"Pink63","Orange07",2024-06-09,"F",29,12.16,24.9,45.65,2024
"Pink63","Orange07",2024-06-09,"F",30,12.75,29.16,45.5,2024
"Pink73","Red313",2024-06-23,"M",0,NA,NA,NA,2024
"Pink73","Red313",2024-06-23,"M",1,NA,NA,NA,2024
"Pink73","Red313",2024-06-23,"M",2,4.5,30.65,19.5,2024
"Pink73","Red313",2024-06-23,"M",3,4.88,30.21,21.1,2024
"Pink73","Red313",2024-06-23,"M",4,5.52,31.43,22.55,2024
"Pink73","Red313",2024-06-23,"M",5,6.24,32.86,24,2024
"Pink73","Red313",2024-06-23,"M",6,7.02,33.37,25.5,2024
"Pink73","Red313",2024-06-23,"M",7,7.63,32,27.3,2024
"Pink73","Red313",2024-06-23,"M",8,8.23,33.48,28.9,2024
"Pink73","Red313",2024-06-23,"M",9,8.62,33.73,30.25,2024
"Pink73","Red313",2024-06-23,"M",10,9.36,34.84,32,2024
"Pink73","Red313",2024-06-23,"M",11,9.67,33.74,33.1,2024
"Pink73","Red313",2024-06-23,"M",12,10.1,33.35,34.45,2024
"Pink73","Red313",2024-06-23,"M",13,10.37,32.61,34.9,2024
"Pink73","Red313",2024-06-23,"M",14,10.55,33.21,36.1,2024
